,"SYMBOL 
",Sector Name
0,NIFTY IT,NIFTY-IT
1,TECHM,NIFTY-IT
2,LTIM,NIFTY-IT
3,TCS,NIFTY-IT
4,MPHASIS,NIFTY-IT
5,LTTS,NIFTY-IT
6,INFY,NIFTY-IT
7,WIPRO,NIFTY-IT
8,PERSISTENT,NIFTY-IT
9,COFORGE,NIFTY-IT
10,HCLTECH,NIFTY-IT
